Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Puducherry, 01-08-2019,Monthly,7.56,8745066,43.87,Urban
Puducherry, 01-09-2019,Monthly,7.97,8725302,45.72,Urban
Puducherry, 01-10-2019,Monthly,8.49,8675604,44.59,Urban
Puducherry, 01-11-2019,Monthly,7.23,8780963,45.89,Urban
Puducherry, 01-12-2019,Monthly,7.72,8537697,42.2,Urban
Puducherry, 01-01-2020,Monthly,7.19,8576743,42.62,Urban
Puducherry, 01-02-2020,Monthly,7.01,8726586,44.53,Urban
Puducherry, 01-03-2020,Monthly,7.3,8972125,43.94,Urban
Puducherry, 01-04-2020,Monthly,35.41,7304711,37.48,Urban
Puducherry, 01-05-2020,Monthly,26.91,7720621,38.57,Urban
Puducherry, 01-06-2020,Monthly,16.84,8020638,42.8,Urban
Puducherry, 01-07-2020,Monthly,14.33,8118243,43.11,Urban
Puducherry, 01-08-2020,Monthly,15.03,8128159,44.31,Urban
Puducherry, 01-09-2020,Monthly,10.36,8273515,42.97,Urban
Puducherry, 01-10-2020,Monthly,9.66,8693911,42.44,Urban
Punjab, 01-01-2019,Monthly,5.01,12849946,50.89,Rural
Punjab, 01-02-2019,Monthly,5.37,12952421,50.73,Rural
Punjab, 01-03-2019,Monthly,5.51,12726798,51.8,Rural
Punjab, 01-04-2019,Monthly,4.99,12996284,51.05,Rural
Punjab, 01-05-2019,Monthly,4.2,12912949,50.14,Rural
Punjab, 01-06-2019,Monthly,5.71,12968959,52.89,Rural
Punjab, 01-07-2019,Monthly,5.93,13123458,53.4,Rural
Punjab, 01-08-2019,Monthly,5.49,13062077,54.58,Rural
Punjab, 01-09-2019,Monthly,6.35,12457177,49.92,Rural
Punjab, 01-10-2019,Monthly,4.96,12868932,52.18,Rural
Punjab, 01-11-2019,Monthly,5.17,12816089,49.74,Rural
Punjab, 01-12-2019,Monthly,5.38,12940789,52.77,Rural
Punjab, 01-01-2020,Monthly,5.71,13035272,51.85,Rural
Punjab, 01-02-2020,Monthly,4.9,12997066,53.7,Rural
Punjab, 01-03-2020,Monthly,5.63,12597472,51.95,Rural
Punjab, 01-04-2020,Monthly,29.89,10951111,50.15,Rural
Punjab, 01-05-2020,Monthly,24.66,10916269,,Rural
Punjab, 01-06-2020,Monthly,19.16,12036241,49.1,Rural
Punjab, 01-07-2020,Monthly,12.79,12397083,52.14,Rural
Punjab, 01-08-2020,Monthly,12.61,12100840,51.73,Rural
Punjab, 01-09-2020,Monthly,7.1,12444477,49.09,Rural
Punjab, 01-10-2020,Monthly,9.38,12776918,,Rural
Punjab, 01-01-2019,Monthly,7.25,4333577,43.26,Urban
Punjab, 01-02-2019,Monthly,6.84,4285203,43.9,Urban
Punjab, 01-03-2019,Monthly,7.67,4291341,44.31,Urban
Punjab, 01-04-2019,Monthly,6.91,4404446,44.2,Urban
Punjab, 01-05-2019,Monthly,7.27,4412182,42.19,Urban
Punjab, 01-06-2019,Monthly,7.17,4357083,41.85,Urban
Punjab, 01-07-2019,Monthly,7.19,4239275,42.23,Urban
Punjab, 01-08-2019,Monthly,7.12,4354127,42.61,Urban
Punjab, 01-09-2019,Monthly,7.25,4414810,44.28,Urban
Punjab, 01-10-2019,Monthly,6.9,4277095,41.41,Urban
Punjab, 01-11-2019,Monthly,7.0,4349054,41.81,Urban
Punjab, 01-12-2019,Monthly,6.51,4353118,43.24,Urban
Punjab, 01-01-2020,Monthly,7.65,4313439,42.35,Urban
Punjab, 01-02-2020,Monthly,6.74,4384356,41.7,Urban
Punjab, 01-03-2020,Monthly,7.64,4206615,42.43,Urban
Punjab, 01-04-2020,Monthly,31.18,3629853,39.44,Urban
Punjab, 01-05-2020,Monthly,31.59,3573581,39.19,Urban
Punjab, 01-06-2020,Monthly,17.24,4001656,37.92,Urban
Punjab, 01-07-2020,Monthly,15.02,4227704,42.7,Urban
Punjab, 01-08-2020,Monthly,12.08,4344243,42.49,Urban
Punjab, 01-09-2020,Monthly,11.09,4339731,42.3,Urban
Punjab, 01-10-2020,Monthly,9.67,4020163,40.28,Urban
Rajasthan, 01-01-2019,Monthly,4.28,7934333,48.95,Rural
Rajasthan, 01-02-2019,Monthly,3.27,7742150,50.25,Rural
Rajasthan, 01-03-2019,Monthly,4.6,7560432,49.21,Rural
Rajasthan, 01-04-2019,Monthly,6.06,7495974,50.73,Rural
Rajasthan, 01-05-2019,Monthly,3.19,7957967,48.4,Rural
Rajasthan, 01-06-2019,Monthly,4.69,7550863,50.17,Rural
Rajasthan, 01-07-2019,Monthly,3.9,7677325,50.4,Rural
Rajasthan, 01-08-2019,Monthly,4.19,7834129,49.45,Rural
Rajasthan, 01-09-2019,Monthly,4.49,7829768,49.21,Rural
Rajasthan, 01-10-2019,Monthly,3.85,7708273,51.53,Rural
Rajasthan, 01-11-2019,Monthly,4.52,7628171,50.34,Rural
Rajasthan, 01-12-2019,Monthly,4.73,7829768,48.27,Rural
Rajasthan, 01-01-2020,Monthly,4.04,7676870,49.19,Rural
Rajasthan, 01-02-2020,Monthly,4.77,7793041,50.3,Rural
Rajasthan, 01-03-2020,Monthly,5.26,7830163,49.52,Rural
Rajasthan, 01-04-2020,Monthly,24.01,6822482,45.33,Rural
Rajasthan, 01-05-2020,Monthly,32.86,6308925,45.31,Rural
Rajasthan, 01-06-2020,Monthly,16.71,7088645,48.66,Rural
Rajasthan, 01-07-2020,Monthly,11.05,7238143,50.68,Rural
Rajasthan, 01-08-2020,Monthly,8.08,7610149,45.96,Rural
Rajasthan, 01-09-2020,Monthly,7.31,7761094,48.33,Rural
Rajasthan, 01-10-2020,Monthly,5.55,7388347,52.16,Rural
Rajasthan, 01-01-2019,Monthly,6.42,5498259,48.89,Urban
Rajasthan, 01-02-2019,Monthly,6.65,5369495,50.87,Urban
Rajasthan, 01-03-2019,Monthly,6.2,5427500,49.07,Urban
Rajasthan, 01-04-2019,Monthly,7.2,5459180,50.29,Urban
Rajasthan, 01-05-2019,Monthly,6.01,5643815,50.78,Urban
Rajasthan, 01-06-2019,Monthly,7.56,5486649,50.75,Urban
Rajasthan, 01-07-2019,Monthly,6.51,5685971,48.67,Urban
Rajasthan, 01-08-2019,Monthly,6.89,5507367,49.65,Urban
Rajasthan, 01-09-2019,Monthly,6.5,5570420,49.57,Urban
Rajasthan, 01-10-2019,Monthly,6.58,5714759,51.23,Urban
Rajasthan, 01-11-2019,Monthly,6.97,5475969,48.41,Urban
Rajasthan, 01-12-2019,Monthly,7.02,5621325,51.96,Urban
Rajasthan, 01-01-2020,Monthly,6.08,5531393,47.29,Urban
Rajasthan, 01-02-2020,Monthly,6.21,5663183,49.05,Urban
Rajasthan, 01-03-2020,Monthly,6.83,5509993,50.23,Urban
Rajasthan, 01-04-2020,Monthly,23.02,4965527,47.89,Urban
Rajasthan, 01-05-2020,Monthly,28.86,4613338,48.18,Urban
Rajasthan, 01-06-2020,Monthly,20.94,5129943,47.89,Urban
Rajasthan, 01-07-2020,Monthly,12.97,5504699,50.08,Urban
Rajasthan, 01-08-2020,Monthly,13.78,5261922,49.52,Urban
Rajasthan, 01-09-2020,Monthly,9.03,5388738,48.49,Urban
Rajasthan, 01-10-2020,Monthly,8.1,5512226,51.97,Urban
Sikkim, 01-01-2019,Monthly,6.84,8740833,40.22,Rural
Sikkim, 01-02-2019,Monthly,6.23,9091245,40.52,Rural
Sikkim, 01-03-2019,Monthly,6.2,9200020,43.31,Rural
Sikkim, 01-04-2019,Monthly,7.12,9362836,43.25,Rural
Sikkim, 01-05-2019,Monthly,6.24,9224080,42.73,Rural
Sikkim, 01-06-2019,Monthly,6.67,9075761,40.66,Rural
Sikkim, 01-07-2019,Monthly,5.75,9078082,42.25,Rural
Sikkim, 01-08-2019,Monthly,5.96,9160836,45.15,Rural
Sikkim, 01-09-2019,Monthly,5.32,9226243,41.93,Rural
Sikkim, 01-10-2019,Monthly,6.64,8967675,41.81,Rural
Sikkim, 01-11-2019,Monthly,6.45,9001854,39.75,Rural
Sikkim, 01-12-2019,Monthly,6.23,8811906,43.01,Rural
Sikkim, 01-01-2020,Monthly,5.25,9311864,42.68,Rural
Sikkim, 01-02-2020,Monthly,6.63,8654607,41.54,Rural
Sikkim, 01-03-2020,Monthly,7.06,8928182,40.41,Rural
Sikkim, 01-04-2020,Monthly,22.26,7914734,35.34,Rural
Sikkim, 01-05-2020,Monthly,33.65,7323141,38.62,Rural
Sikkim, 01-06-2020,Monthly,17.73,8104259,39.79,Rural
Sikkim, 01-07-2020,Monthly,14.24,8953609,,Rural
Sikkim, 01-08-2020,Monthly,11.1,8873246,39.8,Rural
Sikkim, 01-09-2020,Monthly,11.32,8868867,41.24,Rural
Sikkim, 01-10-2020,Monthly,7.3,9118530,42.06,Rural
Sikkim, 01-01-2019,Monthly,8.8,4400884,49.0,Urban
Sikkim, 01-02-2019,Monthly,8.17,4646565,49.06,Urban
Sikkim, 01-03-2019,Monthly,7.55,4559788,46.83,Urban
Sikkim, 01-04-2019,Monthly,7.9,4775303,45.98,Urban
Sikkim, 01-05-2019,Monthly,8.04,4630032,45.46,Urban
Sikkim, 01-06-2019,Monthly,8.13,4637653,46.77,Urban
Sikkim, 01-07-2019,Monthly,8.32,4554390,44.99,Urban
Sikkim, 01-08-2019,Monthly,8.56,4757193,47.29,Urban
Sikkim, 01-09-2019,Monthly,8.51,4661261,45.36,Urban
Sikkim, 01-10-2019,Monthly,9.39,4590299,49.71,Urban
Sikkim, 01-11-2019,Monthly,7.93,4782059,48.43,Urban
Sikkim, 01-12-2019,Monthly,8.7,4613339,46.89,Urban
Sikkim, 01-01-2020,Monthly,9.09,4593413,44.31,Urban
Sikkim, 01-02-2020,Monthly,7.7,4603803,47.73,Urban
Sikkim, 01-03-2020,Monthly,8.34,4714686,44.34,Urban
Sikkim, 01-04-2020,Monthly,32.05,3895427,43.6,Urban
Sikkim, 01-05-2020,Monthly,27.39,4082480,43.11,Urban
Sikkim, 01-06-2020,Monthly,22.51,4303427,44.55,Urban
Sikkim, 01-07-2020,Monthly,13.69,4542083,45.52,Urban
Sikkim, 01-08-2020,Monthly,16.28,4410348,44.38,Urban
Sikkim, 01-09-2020,Monthly,10.31,4375174,45.27,Urban
Sikkim, 01-10-2020,Monthly,9.71,4698974,46.32,Urban
Tamil Nadu, 01-01-2019,Monthly,3.03,4814044,48.87,Rural
Tamil Nadu, 01-02-2019,Monthly,3.74,4778790,49.81,Rural
Tamil Nadu, 01-03-2019,Monthly,3.18,4821145,50.7,Rural
Tamil Nadu, 01-04-2019,Monthly,3.22,4795440,50.45,Rural
Tamil Nadu, 01-05-2019,Monthly,3.43,4827111,49.56,Rural
Tamil Nadu, 01-06-2019,Monthly,4.14,4812366,49.82,Rural
Tamil Nadu, 01-07-2019,Monthly,3.74,4807610,47.97,Rural
Tamil Nadu, 01-08-2019,Monthly,3.74,4716657,51.97,Rural
Tamil Nadu, 01-09-2019,Monthly,3.39,4900444,49.63,Rural
Tamil Nadu, 01-10-2019,Monthly,3.58,4936297,50.17,Rural
Tamil Nadu, 01-11-2019,Monthly,3.18,4894649,51.52,Rural
Tamil Nadu, 01-12-2019,Monthly,3.21,4638788,49.66,Rural
Tamil Nadu, 01-01-2020,Monthly,3.94,4734327,50.56,Rural
Tamil Nadu, 01-02-2020,Monthly,3.14,4645791,49.56,Rural
Tamil Nadu, 01-03-2020,Monthly,3.94,4580974,50.95,Rural
Tamil Nadu, 01-04-2020,Monthly,29.91,3992560,47.19,Rural
Tamil Nadu, 01-05-2020,Monthly,20.29,4209317,50.53,Rural
Tamil Nadu, 01-06-2020,Monthly,11.47,4577534,48.68,Rural
Tamil Nadu, 01-07-2020,Monthly,10.34,4514763,50.38,Rural
Tamil Nadu, 01-08-2020,Monthly,10.82,4513328,48.32,Rural
Tamil Nadu, 01-09-2020,Monthly,6.23,4632699,51.01,Rural
Tamil Nadu, 01-10-2020,Monthly,7.59,4597221,49.55,Rural
Tamil Nadu, 01-01-2019,Monthly,4.82,7873172,49.67,Urban
Tamil Nadu, 01-02-2019,Monthly,6.63,7585470,49.4,Urban
Tamil Nadu, 01-03-2019,Monthly,6.91,7540858,46.03,Urban
Tamil Nadu, 01-04-2019,Monthly,4.41,7865044,45.51,Urban
Tamil Nadu, 01-05-2019,Monthly,5.31,7778721,48.61,Urban
Tamil Nadu, 01-06-2019,Monthly,5.79,7722582,50.25,Urban
Tamil Nadu, 01-07-2019,Monthly,4.97,7623273,47.17,Urban
Tamil Nadu, 01-08-2019,Monthly,6.04,7815038,49.01,Urban
Tamil Nadu, 01-09-2019,Monthly,6.25,7486031,50.83,Urban
Tamil Nadu, 01-10-2019,Monthly,6.45,7769574,51.0,Urban
Tamil Nadu, 01-11-2019,Monthly,4.54,7666834,47.23,Urban
Tamil Nadu, 01-12-2019,Monthly,5.97,7518612,49.47,Urban
Tamil Nadu, 01-01-2020,Monthly,6.36,7767824,48.76,Urban
Tamil Nadu, 01-02-2020,Monthly,4.94,7598022,50.21,Urban
Tamil Nadu, 01-03-2020,Monthly,6.0,7672261,47.7,Urban
Tamil Nadu, 01-04-2020,Monthly,19.53,7005906,45.57,Urban
Tamil Nadu, 01-05-2020,Monthly,20.31,7261858,44.1,Urban
Tamil Nadu, 01-06-2020,Monthly,16.02,7231243,46.89,Urban
Tamil Nadu, 01-07-2020,Monthly,8.9,7681318,47.86,Urban
Tamil Nadu, 01-08-2020,Monthly,10.6,7487676,46.63,Urban
Tamil Nadu, 01-09-2020,Monthly,7.46,7726348,48.69,Urban
Tamil Nadu, 01-10-2020,Monthly,6.98,7922018,48.42,Urban
Telangana, 01-01-2019,Monthly,5.16,12606309,50.43,Rural
Telangana, 01-02-2019,Monthly,4.6,12524228,48.9,Rural
Telangana, 01-03-2019,Monthly,5.18,12746340,52.35,Rural
Telangana, 01-04-2019,Monthly,3.71,11941631,51.67,Rural
Telangana, 01-05-2019,Monthly,4.0,12480474,52.91,Rural
Telangana, 01-06-2019,Monthly,4.06,12310819,51.02,Rural
Telangana, 01-07-2019,Monthly,3.67,12245345,50.64,Rural
Telangana, 01-08-2019,Monthly,4.27,12538911,54.75,Rural
Telangana, 01-09-2019,Monthly,4.51,12161642,52.73,Rural
Telangana, 01-10-2019,Monthly,3.5,12101380,49.71,Rural
Telangana, 01-11-2019,Monthly,4.28,12233992,50.56,Rural
Telangana, 01-12-2019,Monthly,4.62,12626128,50.74,Rural
Telangana, 01-01-2020,Monthly,4.12,12651773,49.38,Rural
Telangana, 01-02-2020,Monthly,3.47,12749405,52.32,Rural
Telangana, 01-03-2020,Monthly,3.98,12311620,49.23,Rural
Telangana, 01-04-2020,Monthly,28.33,10785592,48.64,Rural
Telangana, 01-05-2020,Monthly,30.75,10592620,47.78,Rural
Telangana, 01-06-2020,Monthly,14.81,12067664,47.66,Rural
Telangana, 01-07-2020,Monthly,11.53,11778076,53.35,Rural
Telangana, 01-08-2020,Monthly,9.77,12015412,48.39,Rural
Telangana, 01-09-2020,Monthly,7.48,11834926,53.17,Rural
Telangana, 01-10-2020,Monthly,6.2,12464996,48.02,Rural
Telangana, 01-01-2019,Monthly,7.41,12477105,52.67,Urban
Telangana, 01-02-2019,Monthly,5.65,12131050,50.35,Urban
Telangana, 01-03-2019,Monthly,6.75,12830990,51.63,Urban
Telangana, 01-04-2019,Monthly,6.31,12165676,52.42,Urban
Telangana, 01-05-2019,Monthly,5.87,12859819,50.14,Urban
Telangana, 01-06-2019,Monthly,7.41,12502940,50.37,Urban
Telangana, 01-07-2019,Monthly,6.14,12348726,51.21,Urban
Telangana, 01-08-2019,Monthly,6.5,12258442,50.32,Urban
Telangana, 01-09-2019,Monthly,6.5,11877540,51.26,Urban
Telangana, 01-10-2019,Monthly,5.87,12167599,48.04,Urban
Telangana, 01-11-2019,Monthly,5.38,12154064,49.51,Urban
Telangana, 01-12-2019,Monthly,7.62,12189025,50.84,Urban
Telangana, 01-01-2020,Monthly,6.69,12423230,50.45,Urban
Telangana, 01-02-2020,Monthly,5.74,12826624,53.28,Urban
Telangana, 01-03-2020,Monthly,5.44,12231807,50.15,Urban
Telangana, 01-04-2020,Monthly,23.31,10916754,48.97,Urban
Telangana, 01-05-2020,Monthly,23.63,11342676,48.51,Urban
Telangana, 01-06-2020,Monthly,17.83,11570543,51.04,Urban
Telangana, 01-07-2020,Monthly,10.37,12139920,47.7,Urban
Telangana, 01-08-2020,Monthly,9.69,12104835,48.29,Urban
Telangana, 01-09-2020,Monthly,9.54,12532445,53.56,Urban
Telangana, 01-10-2020,Monthly,9.7,11986299,51.4,Urban
Tripura, 01-01-2019,Monthly,5.23,5114641,51.02,Rural
Tripura, 01-02-2019,Monthly,4.6,5494490,51.97,Rural
Tripura, 01-03-2019,Monthly,5.01,5255658,53.24,Rural
Tripura, 01-04-2019,Monthly,4.85,5150172,52.44,Rural
Tripura, 01-05-2019,Monthly,4.79,5101873,49.28,Rural
Tripura, 01-06-2019,Monthly,5.82,5194137,50.29,Rural
Tripura, 01-07-2019,Monthly,4.76,5298787,50.73,Rural
Tripura, 01-08-2019,Monthly,4.03,5272193,52.98,Rural
Tripura, 01-09-2019,Monthly,5.58,5129955,53.08,Rural
Tripura, 01-10-2019,Monthly,5.03,5335161,52.03,Rural
Tripura, 01-11-2019,Monthly,3.99,5422492,51.25,Rural
Tripura, 01-12-2019,Monthly,5.24,5059152,51.93,Rural
Tripura, 01-01-2020,Monthly,5.56,5389573,53.27,Rural
Tripura, 01-02-2020,Monthly,5.23,5038744,51.37,Rural
Tripura, 01-03-2020,Monthly,4.54,5246038,49.35,Rural
Tripura, 01-04-2020,Monthly,22.54,4597552,46.62,Rural
Tripura, 01-05-2020,Monthly,20.84,4462012,45.24,Rural
Tripura, 01-06-2020,Monthly,19.41,4744515,47.21,Rural
Tripura, 01-07-2020,Monthly,8.28,5026053,52.2,Rural
Tripura, 01-08-2020,Monthly,10.79,5037771,48.3,Rural
Tripura, 01-09-2020,Monthly,7.54,5209044,48.28,Rural
Tripura, 01-10-2020,Monthly,7.04,5241465,47.7,Rural
Tripura, 01-01-2019,Monthly,7.59,3968872,38.62,Urban
Tripura, 01-02-2019,Monthly,5.34,3888214,38.98,Urban
Tripura, 01-03-2019,Monthly,6.29,3853201,41.37,Urban
Tripura, 01-04-2019,Monthly,7.3,3797372,36.68,Urban
Tripura, 01-05-2019,Monthly,6.7,3866783,39.82,Urban
Tripura, 01-06-2019,Monthly,6.58,3926154,41.98,Urban
Tripura, 01-07-2019,Monthly,7.39,3863001,38.8,Urban
Tripura, 01-08-2019,Monthly,6.68,3975501,38.13,Urban
Tripura, 01-09-2019,Monthly,6.93,3881911,38.32,Urban
Tripura, 01-10-2019,Monthly,6.07,3923773,38.98,Urban
Tripura, 01-11-2019,Monthly,7.2,3829998,40.91,Urban
Tripura, 01-12-2019,Monthly,6.37,4024613,36.45,Urban
Tripura, 01-01-2020,Monthly,7.16,3909086,37.88,Urban
Tripura, 01-02-2020,Monthly,7.15,3971514,35.75,Urban
Tripura, 01-03-2020,Monthly,7.2,3678233,37.63,Urban
Tripura, 01-04-2020,Monthly,24.87,3536476,34.77,Urban
Tripura, 01-05-2020,Monthly,28.06,3294206,37.98,Urban
Tripura, 01-06-2020,Monthly,17.3,3812340,35.64,Urban
Tripura, 01-07-2020,Monthly,13.16,3666107,38.12,Urban
Tripura, 01-08-2020,Monthly,13.7,3592984,38.69,Urban
Tripura, 01-09-2020,Monthly,10.81,3807356,39.64,Urban
Tripura, 01-10-2020,Monthly,10.24,3767169,37.79,Urban
Uttar Pradesh, 01-01-2019,Monthly,4.33,10341903,43.86,Rural
Uttar Pradesh, 01-02-2019,Monthly,5.3,10459341,42.51,Rural
Uttar Pradesh, 01-03-2019,Monthly,5.47,10170559,42.53,Rural
Uttar Pradesh, 01-04-2019,Monthly,5.4,10423912,47.05,Rural
Uttar Pradesh, 01-05-2019,Monthly,5.78,9711242,43.81,Rural
Uttar Pradesh, 01-06-2019,Monthly,5.47,10436715,44.14,Rural
Uttar Pradesh, 01-07-2019,Monthly,6.19,10278897,46.21,Rural
Uttar Pradesh, 01-08-2019,Monthly,5.17,10293147,45.11,Rural
Uttar Pradesh, 01-09-2019,Monthly,5.09,10106359,42.92,Rural
Uttar Pradesh, 01-10-2019,Monthly,4.99,10382746,41.12,Rural
Uttar Pradesh, 01-11-2019,Monthly,4.5,10690073,42.78,Rural
Uttar Pradesh, 01-12-2019,Monthly,5.56,9934208,44.01,Rural
Uttar Pradesh, 01-01-2020,Monthly,5.01,9953014,45.87,Rural
Uttar Pradesh, 01-02-2020,Monthly,6.15,10179789,45.37,Rural
Uttar Pradesh, 01-03-2020,Monthly,6.58,10327652,44.59,Rural
Uttar Pradesh, 01-04-2020,Monthly,35.51,8173224,40.88,Rural
Uttar Pradesh, 01-05-2020,Monthly,33.47,8541695,38.93,Rural
Uttar Pradesh, 01-06-2020,Monthly,20.09,9697408,,Rural
Uttar Pradesh, 01-07-2020,Monthly,10.11,10106341,42.03,Rural
Uttar Pradesh, 01-08-2020,Monthly,8.47,10060881,43.43,Rural
Uttar Pradesh, 01-09-2020,Monthly,9.84,9827111,44.44,Rural
Uttar Pradesh, 01-10-2020,Monthly,9.97,9762565,42.86,Rural
Uttar Pradesh, 01-01-2019,Monthly,6.61,11626563,44.44,Urban
Uttar Pradesh, 01-02-2019,Monthly,7.46,11919831,45.98,Urban
Uttar Pradesh, 01-03-2019,Monthly,6.94,11698160,45.09,Urban
Uttar Pradesh, 01-04-2019,Monthly,7.06,11650712,46.45,Urban
Uttar Pradesh, 01-05-2019,Monthly,7.29,11667304,48.04,Urban
Uttar Pradesh, 01-06-2019,Monthly,7.6,11396612,47.96,Urban
Uttar Pradesh, 01-07-2019,Monthly,7.36,11596557,46.66,Urban
Uttar Pradesh, 01-08-2019,Monthly,7.33,11266318,47.35,Urban
Uttar Pradesh, 01-09-2019,Monthly,6.95,11264385,47.79,Urban
Uttar Pradesh, 01-10-2019,Monthly,7.56,11656475,46.76,Urban
Uttar Pradesh, 01-11-2019,Monthly,7.68,11594659,48.07,Urban
Uttar Pradesh, 01-12-2019,Monthly,6.94,11556139,47.95,Urban
Uttar Pradesh, 01-01-2020,Monthly,7.44,11006382,47.64,Urban
Uttar Pradesh, 01-02-2020,Monthly,8.76,11308207,46.31,Urban
Uttar Pradesh, 01-03-2020,Monthly,7.66,11541485,49.19,Urban
Uttar Pradesh, 01-04-2020,Monthly,32.96,9802495,42.82,Urban
Uttar Pradesh, 01-05-2020,Monthly,25.03,10395173,43.14,Urban
Uttar Pradesh, 01-06-2020,Monthly,22.91,10327349,47.87,Urban
Uttar Pradesh, 01-07-2020,Monthly,14.01,10925121,46.59,Urban
Uttar Pradesh, 01-08-2020,Monthly,12.12,11168455,49.52,Urban
Uttar Pradesh, 01-09-2020,Monthly,11.01,11193807,47.78,Urban
Uttar Pradesh, 01-10-2020,Monthly,9.26,11462136,48.61,Urban
Uttarakhand, 01-01-2019,Monthly,7.63,7719780,47.43,Rural
Uttarakhand, 01-02-2019,Monthly,6.85,7675254,48.04,Rural
Uttarakhand, 01-03-2019,Monthly,6.58,7799069,49.25,Rural
Uttarakhand, 01-04-2019,Monthly,6.97,7501768,47.3,Rural
Uttarakhand, 01-05-2019,Monthly,7.43,7596364,47.67,Rural
Uttarakhand, 01-06-2019,Monthly,7.54,7422201,45.88,Rural
Uttarakhand, 01-07-2019,Monthly,5.78,7861179,47.78,Rural
Uttarakhand, 01-08-2019,Monthly,8.04,7434148,47.79,Rural
Uttarakhand, 01-09-2019,Monthly,7.54,7545477,45.43,Rural
Uttarakhand, 01-10-2019,Monthly,8.46,7799496,47.19,Rural
Uttarakhand, 01-11-2019,Monthly,7.72,7548810,46.27,Rural
Uttarakhand, 01-12-2019,Monthly,8.51,7333708,47.33,Rural
Uttarakhand, 01-01-2020,Monthly,7.46,7887116,49.1,Rural
Uttarakhand, 01-02-2020,Monthly,6.41,7685095,47.79,Rural
Uttarakhand, 01-03-2020,Monthly,7.27,7738726,45.64,Rural
Uttarakhand, 01-04-2020,Monthly,22.17,6830592,46.29,Rural
Uttarakhand, 01-05-2020,Monthly,24.31,6787785,45.06,Rural
Uttarakhand, 01-06-2020,Monthly,16.81,6873812,46.68,Rural
Uttarakhand, 01-07-2020,Monthly,13.16,7480656,46.87,Rural
Uttarakhand, 01-08-2020,Monthly,14.15,7212918,43.75,Rural
Uttarakhand, 01-09-2020,Monthly,11.12,7463668,46.99,Rural
Uttarakhand, 01-10-2020,Monthly,12.28,7451589,47.15,Rural
Uttarakhand, 01-01-2019,Monthly,9.55,6351135,47.1,Urban
Uttarakhand, 01-02-2019,Monthly,10.19,6406824,47.73,Urban
Uttarakhand, 01-03-2019,Monthly,10.01,6267090,47.39,Urban
Uttarakhand, 01-04-2019,Monthly,8.96,6147058,49.27,Urban
Uttarakhand, 01-05-2019,Monthly,8.31,6241557,45.45,Urban
Uttarakhand, 01-06-2019,Monthly,9.36,6337349,48.07,Urban
Uttarakhand, 01-07-2019,Monthly,8.79,6230080,49.26,Urban
Uttarakhand, 01-08-2019,Monthly,9.08,6408010,47.24,Urban
Uttarakhand, 01-09-2019,Monthly,9.52,6515498,49.44,Urban
Uttarakhand, 01-10-2019,Monthly,9.16,6397109,48.2,Urban
Uttarakhand, 01-11-2019,Monthly,9.42,6312801,48.32,Urban
Uttarakhand, 01-12-2019,Monthly,9.54,6223089,47.04,Urban
Uttarakhand, 01-01-2020,Monthly,8.58,6183585,46.74,Urban
Uttarakhand, 01-02-2020,Monthly,9.51,6237113,49.33,Urban
Uttarakhand, 01-03-2020,Monthly,9.43,6103391,49.55,Urban
Uttarakhand, 01-04-2020,Monthly,34.58,5354768,43.07,Urban
Uttarakhand, 01-05-2020,Monthly,24.96,5520564,45.54,Urban
Uttarakhand, 01-06-2020,Monthly,18.77,6042825,46.95,Urban
Uttarakhand, 01-07-2020,Monthly,12.88,6247786,47.94,Urban
Uttarakhand, 01-08-2020,Monthly,16.4,6217484,45.32,Urban
Uttarakhand, 01-09-2020,Monthly,11.7,6322262,48.02,Urban
Uttarakhand, 01-10-2020,Monthly,11.04,6112419,50.25,Urban
West Bengal, 01-01-2019,Monthly,3.63,10575152,39.66,Rural
West Bengal, 01-02-2019,Monthly,3.7,10165582,38.54,Rural
West Bengal, 01-03-2019,Monthly,4.61,10612931,38.6,Rural
West Bengal, 01-04-2019,Monthly,4.74,10160695,40.88,Rural
West Bengal, 01-05-2019,Monthly,4.74,10230743,39.59,Rural
West Bengal, 01-06-2019,Monthly,4.38,10055386,41.8,Rural
West Bengal, 01-07-2019,Monthly,3.98,10189584,39.17,Rural
West Bengal, 01-08-2019,Monthly,3.07,10255563,39.68,Rural
West Bengal, 01-09-2019,Monthly,3.26,10345066,40.79,Rural
West Bengal, 01-10-2019,Monthly,3.77,10459063,38.87,Rural
West Bengal, 01-11-2019,Monthly,4.5,10301017,42.4,Rural
West Bengal, 01-12-2019,Monthly,5.35,10126202,39.44,Rural
West Bengal, 01-01-2020,Monthly,3.75,10446487,42.07,Rural
West Bengal, 01-02-2020,Monthly,3.51,10417784,39.88,Rural
West Bengal, 01-03-2020,Monthly,4.27,10601296,39.72,Rural
West Bengal, 01-04-2020,Monthly,21.3,9266955,37.58,Rural
West Bengal, 01-05-2020,Monthly,25.43,8931320,36.01,Rural
West Bengal, 01-06-2020,Monthly,12.97,9767050,39.73,Rural
West Bengal, 01-07-2020,Monthly,10.38,10114428,40.78,Rural
West Bengal, 01-08-2020,Monthly,8.58,10296438,40.42,Rural
West Bengal, 01-09-2020,Monthly,7.11,10331516,39.38,Rural
West Bengal, 01-10-2020,Monthly,6.58,10471934,39.14,Rural
West Bengal, 01-01-2019,Monthly,6.25,10414622,40.87,Urban
